Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,15.859429359436035,15.944528579711914,15.754988670349121,15.917451858520508,10.44111156463623,48051995
1996-01-02,15.878769874572754,15.956132888793945,15.67762565612793,15.793670654296875,10.35991382598877,77875009
1996-01-03,16.052837371826172,16.783918380737305,15.878769874572754,15.913583755493164,10.438572883605957,96602936
1996-01-04,15.762725830078125,15.81301212310791,15.553845405578613,15.766593933105469,10.342153549194336,100099436
1996-01-05,15.704703330993652,15.704703330993652,15.522899627685547,15.658285140991211,10.27110767364502,76935930
1996-01-08,15.627340316772461,15.638944625854492,14.876917839050293,15.031644821166992,9.860058784484863,86288584
1996-01-09,14.586807250976562,14.85370922088623,14.099418640136719,14.598410606384277,9.57588005065918,179415702
1996-01-10,14.31216812133789,14.656434059143066,14.157442092895508,14.223199844360352,9.329755783081055,127653926
1996-01-11,14.080079078674316,14.737665176391602,14.060737609863281,14.668038368225098,9.621550559997559,189051436
1996-01-12,14.776346206665039,14.88852310180664,14.416607856750488,14.513312339782715,9.52005672454834,172918416
1996-01-15,14.470762252807617,14.544257164001465,14.28122329711914,14.362454414367676,9.421103477478027,92291448
1996-01-16,14.31216812133789,14.466894149780273,14.26574993133545,14.389531135559082,9.438864707946777,100259719
1996-01-17,14.31216812133789,14.33150863647461,13.697132110595703,13.817044258117676,9.063337326049805,138279150
1996-01-18,13.465042114257812,13.685526847839355,13.290974617004395,13.434097290039062,8.812142372131348,174217485
1996-01-19,13.24842643737793,13.414755821228027,13.109171867370605,13.198140144348145,8.657367706298828,149773006
1996-01-22,13.240689277648926,13.596559524536133,13.229084968566895,13.422492980957031,8.80453109741211,156270292
1996-01-23,13.468910217285156,13.526932716369629,12.146001815795898,12.853874206542969,8.43154525756836,163795200
1996-01-24,12.741698265075684,12.819061279296875,12.22336483001709,12.412904739379883,8.142289161682129,162072156
1996-01-25,12.38582706451416,12.439982414245605,11.817209243774414,11.890704154968262,7.79974889755249,166534879
1996-01-26,11.890704154968262,11.890704154968262,11.890704154968262,11.890704154968262,7.79974889755249,0
1996-01-29,11.836549758911133,12.938973426818848,11.763054847717285,12.826796531677246,8.41378116607666,301314299
1996-01-30,13.229084968566895,14.621620178222656,13.035676956176758,13.979507446289062,9.169907569885254,490083300
1996-01-31,13.847990036010742,14.370189666748047,13.325789451599121,13.673922538757324,8.969457626342773,337615209
1996-02-01,13.53853702545166,14.31216812133789,13.499855995178223,14.223199844360352,9.329755783081055,295555091
1996-02-02,14.602278709411621,15.936792373657227,14.602278709411621,15.766593933105469,10.342153549194336,377841766
1996-02-05,16.633060455322266,17.422163009643555,16.13406753540039,17.077898025512695,11.202308654785156,564175497
1996-02-06,17.48792266845703,17.793506622314453,15.286943435668945,15.64668083190918,10.263495445251465,573328443
1996-02-07,14.7802152633667,16.09151840209961,14.62548828125,15.936792373657227,10.453794479370117,413246254
1996-02-08,16.099254608154297,17.611703872680664,15.936792373657227,17.329328536987305,11.367234230041504,379193186
1996-02-09,17.948232650756836,18.72186279296875,17.337064743041992,18.33504867553711,12.026941299438477,458934072
1996-02-12,17.870868682861328,18.180322647094727,16.94251251220703,17.186206817626953,11.273353576660156,448392867
1996-02-13,17.019874572753906,18.888193130493164,16.872886657714844,18.219003677368164,11.950821876525879,470284449
1996-02-14,18.683181762695312,18.950084686279297,18.091354370117188,18.230607986450195,11.9584321975708,287264960
1996-02-15,17.793506622314453,18.373729705810547,17.63878059387207,17.94049644470215,11.768133163452148,322651352
1996-02-16,17.63878059387207,17.812847137451172,17.48792266845703,17.623306274414062,11.560068130493164,228740914
1996-02-19,17.948232650756836,18.19579315185547,17.696802139282227,17.80124282836914,11.67678451538086,239163846
1996-02-20,17.793506622314453,17.867000579833984,16.633060455322266,16.86128044128418,11.060216903686523,294959199
1996-02-21,16.86128044128418,16.86128044128418,16.86128044128418,16.86128044128418,11.060216903686523,0
1996-02-22,17.251964569091797,17.870868682861328,17.101106643676758,17.750957489013672,11.643800735473633,283157057
1996-02-23,17.716142654418945,17.754825592041016,17.267436981201172,17.561416625976562,11.519474029541016,252022694
1996-02-26,17.754825592041016,18.122299194335938,17.48792266845703,17.600099563598633,11.544846534729004,251499188
1996-02-27,17.70067024230957,17.793506622314453,17.101106643676758,17.398954391479492,11.412908554077148,250359756
1996-02-28,17.735483169555664,17.93276023864746,17.445371627807617,17.484054565429688,11.46872615814209,197441744
1996-02-29,17.329328536987305,17.391218185424805,16.28492546081543,16.389366149902344,10.750659942626953,322080020
1996-03-01,16.51701545715332,16.72589683532715,16.13406753540039,16.482202529907227,10.81156063079834,333743853
1996-03-04,16.555696487426758,16.633060455322266,16.12246322631836,16.312002182006836,10.69991397857666,310777470
1996-03-05,16.312002182006836,16.312002182006836,16.312002182006836,16.312002182006836,10.69991397857666,0
1996-03-06,16.594379425048828,17.00440216064453,16.447389602661133,16.89222526550293,11.080516815185547,250989255
1996-03-07,17.128183364868164,17.4260311126709,16.96185302734375,17.04308319091797,11.17946720123291,394310217
1996-03-08,16.826467514038086,17.019874572753906,16.613719940185547,16.954116821289062,11.121110916137695,298510635
1996-03-11,16.71042251586914,17.058557510375977,16.644664764404297,17.008270263671875,11.156633377075195,291248773
1996-03-12,16.98119354248047,18.412410736083984,16.903831481933594,17.882474899291992,11.730069160461426,370589598
1996-03-13,17.40669059753418,17.65812110900879,17.193941116333008,17.57689094543457,11.529623985290527,266615573
1996-03-14,17.561416625976562,17.747087478637695,17.445371627807617,17.573020935058594,11.527088165283203,275797603
1996-03-15,17.480186462402344,17.534339904785156,16.865148544311523,16.996667861938477,11.14902400970459,287257851
1996-03-18,16.822599411010742,16.865148544311523,16.161144256591797,16.22303581237793,10.641557693481445,307967990
1996-03-19,16.168882369995117,16.462860107421875,14.892391204833984,15.225051879882812,9.98692512512207,478710303
1996-03-20,15.225051879882812,15.225051879882812,15.225051879882812,15.225051879882812,9.98692512512207,0
